COUNTRY,REGION,ADMIN_LEVEL_NAME,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,checked,Crises unit implemented specifically to ensure the tackling of fake news online; major news institutes of Austria are part of unit,Not applicable,19/3/20,Government,Government,https://www.oesterreich.gv.at/nachrichten/allgemein/Digitaler-Krisenstab-und-Aufdecker-Netzwerk.html,20/4/20,
Austria,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,23 million for research on COVID-19 medicines or treatments,Not applicable,21/3/20,Ministry for Digital and Economic Affairs,Government,https://www.bmdw.gv.at/Presse/AktuellePressemeldungen/Coronavirus--Regierung-unterst%C3%BCtzt-Erforschung-von-Medikamenten-mit-23-Millionen-Euro.html,27/3/20,
Austria,Europe,Vorarlberg,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,checked,"Two villages: Nenzing-Dorf und Beschling under ""quarantine"" meaning that nobody can enter or leave",Not applicable,22/3/20,State of Vorarlberg,Government,https://vorarlberg.at/web/land-vorarlberg/contentdetailseite/-/asset_publisher/qA6AJ38txu0k/content/informationen-zum-coronavirus?article_id=554628,27/3/20,
Austria,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Local production sites established for protective gear,Not applicable,23/3/20,Chamber of Commerce,Government,https://news.wko.at/news/oesterreich/WKOe-Kopf:-Heimische-Produktion-von-Schutzprodukten-gegen.html,27/3/20,
Austria,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,100 million financial support for the social care institution available,Not applicable,24/3/20,Government,Government,https://www.oesterreich.gv.at/public.html,27/3/20,https://www.oesterreich.gv.at/public.html
Austria,Europe,,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,,People arriving by land from neighbouring countries need to carry a medical certificate (maximum 4 days old) ,Not applicable,25/3/20,Ministry of Social Affairs,Government,https://www.sozialministerium.at/dam/jcr:f86f5e8c-3e2f-47a0-be97-9f2da352e375/Verordnung_V20200325-web.pdf,27/3/20,
Austria,Europe,Vienna,Introduction / extension of measures,Public health measures,Awareness campaigns,checked,"Translations of the health campaigns of Vienna's economic chamber into 10 foreign languages targeted for employers, employees and self-employed",Not applicable,27/3/20,APA ,Media,https://www.ots.at/presseaussendung/OTS_20200327_OTS0092/apa-und-wk-wien-starten-corona-nachrichten-in-zehn-sprachen,27/3/20,
Austria,Europe,Tyrol,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,,Hotline established,Not applicable,28/3/20,Tyrol government,Government,https://www.tirol.gv.at/presse/meldungen/meldung/artikel/psychologische-unterstuetzung-fuer-tirolerinnen-in-corona-krisenzeit/,3/4/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,Short-term work funds expanded on federal level to 1bn EUR,Not applicable,28/3/20,Ministry of Finances,Government,https://www.bmf.gv.at/presse/pressemeldungen/2020/maerz/kurzarbeit-mittel-erhoeht.html,3/4/20,
Austria,Europe,,Phase-out measure,Movement restrictions,Domestic travel restrictions,,Quarantine of Heiligenblut village has been lifted,Not applicable,29/3/20,Salzburg 24,Media,https://www.salzburg24.at/news/salzburg/grenznah/ende-der-quarantaene-in-heiligenblut-85538170,14/4/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,5 million EUR for artists that are not eligible for other economic support packages by the government,Not applicable,30/3/20,"Federal Ministry, Arts, Culture, Civil Service and Sport",Government,https://www.ots.at/presseaussendung/OTS_20200327_OTS0097/staatssekretaerin-lunacek-soforthilfe-aus-kuenstler-sozialversicherungsfonds-beantragung-ab-montag-moeglich,27/3/20,
Austria,Europe,Salzburg,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,,"Quarantine implemented for the the municipalities of Bad Gastein, Bad Hofgastein, Dorfgastein, Groï¿½arl und Hï¿½ttschlag region halting all travel from and to the areas",Not available ,31/3/20,Government,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,20/3/20,https://volksblatt.at/coronavirus-land-salzburg-weitet-quarantaene-um-drei-gemeinden-aus/
Austria,Europe,,Introduction / extension of measures,Public health measures,Other public health measures enforced,checked,"Grocery stores are mandates to implement additional hygiene measures, including max. capacities, minimum distances, PPE use",Not applicable,31/3/20,Ministry of Social Affairs,Government,https://www.sozialministerium.at/dam/jcr:f86f5e8c-3e2f-47a0-be97-9f2da352e375/Verordnung_V20200325-web.pdf,3/4/20,
Austria,Europe,,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,checked,In grocery shops masks are mandatory (extended to all other shops to re-open by 14.04.2020),Not applicable,31/3/20,Ministry of Social Affairs,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,11/4/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"Extension of the framework of previous measures; crisis fond expanded to 28 bn. EUR; ""Hï¿½rtefallfonds"" expanded to 2 bn. EUR",Not applicable,1/4/20,Government,Government,https://www.ots.at/presseaussendung/OTS_20200403_OTS0002/corona-krise-die-beschluesse-des-budgetausschusses-im-detail,3/4/20,
Austria,Europe,Tyrol,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"12 million fond from the state for employees, families and self-employed",Not applicable,1/4/20,Tyrol government,Government,https://www.tirol.gv.at/presse/meldungen/meldung/artikel/lh-platter-land-tirol-und-arbeiterkammer-tirol-richten-covid-arbeitnehmerinnen-fonds-ein/,3/4/20,
Austria,Europe,Tyrol,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,Financial support and liquidity measures for the agricultural sector,Not applicable,2/4/20,Tyrol government,Government,https://www.tirol.gv.at/presse/meldungen/meldung/artikel/corona-trifft-auch-die-landwirtschaft-land-tirol-hilft-baeuerlichen-betrieben-durch-die-krise/,3/4/20,
Austria,Europe,,Introduction / extension of measures,Movement restrictions,Visa restrictions,checked,"Asylum seekers may be rejected at Austrian's borders, if they do not possess a valid health certificate",Not applicable,2/4/20,Global Detention Project,Other organisations,https://www.globaldetentionproject.org/covid-19-immigration-detention-platform,16/4/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,Tenants may postpone their payment until end of 2020,Not applicable,2/4/20,International Monetary Fund,Other organisations,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19,16/4/20,
Austria,Europe,Burgenland,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,Economic support from state of 30 mio. EUR,Not applicable,2/4/20,Burgenland government,Government,https://www.burgenland.at/service/medienservice/aktuelle-meldungen/detail/news/burgenlaendisches-corona-unterstuetzungspaket-fuer-heimische-betriebe-laeuft-an/,25/4/20,
Austria,Europe,Tyrol,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,"Additional tele-hotline implemented, specifically for persons with diabetes",Not applicable,3/4/20,Tyrol government,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/kostenlose-diabetes-hotline-des-landes-tirol-in-kooperation-mit-avomed-und-oegk/,3/4/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,Additional fond for companies to claim lost business values; set at 15bn. EUR,Not applicable,3/4/20,Ministry of Finances,Government,https://www.bmf.gv.at/presse/pressemeldungen/2020/april/corona-hilfsfonds.html,3/4/20,
Austria,Europe,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,All hotels are to be closed nationally,Not available ,3/4/20,Government,Government,https://www.ots.at/presseaussendung/OTS_20200403_OTS0111/gesundheitsministerium-hotels-werden-geschlossen-essen-darf-abgeholt-werden,3/4/20,
Austria,Europe,Vienna,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"For children day care, additional funding released",Not applicable,3/4/20,Information agency city Vienna,Government,https://www.ots.at/presseaussendung/OTS_20200403_OTS0136/coronakrise-stadt-wien-schafft-sonderfinanzierung-fuer-private-kinderbetreuungseinrichtungen,3/4/20,
Austria,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,Simplification of credit approvals for companies,Not applicable,3/4/20,Economics Chamber Vienna,Other organisations,https://www.ots.at/presseaussendung/OTS_20200403_OTS0098/kreditauskunfteien-erleichtern-kreditvergabe-an-unternehmen-in-der-corona-krise,3/4/20,
Austria,Europe,Upper Austria,Phase-out measure,Social distancing,Closure of businesses and public services,checked,Take-out food from restaurants allowed again,Not applicable,3/4/20,Upper Austria government,Government,https://www.land-oberoesterreich.gv.at/233185.htm,25/4/20,
Austria,Europe,Vienna,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,For private child care facilities,Not applicable,3/4/20,Vienna government,Government,https://coronavirus.wien.gv.at/site/sonderfinanzierung-fuer-private-kindergaerten/,25/4/20,
Austria,Europe,Lower Austria,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,Cultural department at government increases consulting capacities,Not applicable,5/4/20,Lower Austria government,Government,https://www.noe.gv.at/noe/Kulturabteilung_des_Landes_verdoppelt_ihre_Beratungskapaz.html,25/4/20,
Austria,Europe,,Introduction / extension of measures,Social distancing,Limit public gatherings,,Extension until end of June: no festivals or concerts; sommer period will be newly evaluated,Not applicable,6/4/20,Ministry of Social Affairs,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Haeufig-gestellte-Fragen/FAQ--Aktuelle-Ma%C3%9Fnahmen---Der-weitere-Fahrplan.html,3/5/20,
Austria,Europe,,Phase-out measure,Public health measures,Isolation and quarantine policies,checked,"Further exemptions added to cross-border workers beyond essential workers, with quarantine requirement relaxed",Not applicable,7/4/20,Federal Chancellery,Government,https://www.bundeskanzleramt.gv.at/bundeskanzleramt/nachrichten-der-bundesregierung/2020/edtstadler-ausnahmen-bei-grenzuebertritt-fuer-pendler-aus-tschechien-ausgeweitet.html,11/4/20,
Austria,Europe,Vorarlberg,Introduction / extension of measures,Public health measures,Testing policy,checked,Started increased testing for health and social personell ,Not applicable,7/4/20,Government of Vorarlberg,Government,https://presse.vorarlberg.at/land/dist/vlk-61387.html,11/4/20,
Austria,Europe,Tyrol ,Phase-out measure,Lockdown,Partial lockdown,,"Tyrol is aligning itself with the federal line, movement between municipalities is allowed again",Not applicable,7/4/20,Government of Tyrol,Government,https://www.tirol.gv.at/presse/meldungen/meldung/artikel/land-tirol-alpenverein-und-bergrettung-neue-freiheit-kein-freibrief-fuer-alle-sportlichen-aktivitaet/,11/4/20,
Austria,Europe,Upper Austria,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"580 Mio. Euro economic measure, including specific support for the tourism sector",Not applicable,7/4/20,Upper Austria government,Government,https://www.land-oberoesterreich.gv.at/233375.htm,25/4/20,https://www.land-oberoesterreich.gv.at/233924.htm
Austria,Europe,Styria,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Expansion of telemedicine offers,Not applicable,8/4/20,Styria government,Government,https://www.news.steiermark.at/cms/beitrag/12777084/156812949/,25/4/20,
Austria,Europe,Lower Austria,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,,Psychological support for health and social workers established,Not applicable,9/4/20,Lower Austria government,Government,https://www.noe.gv.at/noe/Psychologische_Unterstuetzung_1.html,25/4/20,
Austria,Europe,Styria,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,30 mio EUR for families affected by the crisis,Not applicable,9/4/20,Styria government,Government,https://www.news.steiermark.at/cms/beitrag/12777084/156812949/,25/4/20,
Austria,Europe,Vienna,Phase-out measure,Social distancing,Closure of businesses and public services,checked,Reopening of recycling facilities after Eastern,Not applicable,9/4/20,Vienna government,Government,https://coronavirus.wien.gv.at/site/mistplatzoeffnung-nach-ostern/,25/4/20,
Austria,Europe,,Introduction / extension of measures,Movement restrictions,Border checks,checked,To Czech Republic and Slovakia,Refusal to enter the country,10/4/20,Ministry of the Interior,Government,https://www.bmi.gv.at/news.aspx?id=314A5A707A4547684D55733D,14/4/20,
